date,site,parameter,index_value,description,health_advisory,health_effects
2016-01-21,Harrison Township,NO2,28,Good,,
2016-01-21,North Braddock,SO2,3,Good,,
2016-01-21,North Braddock,PM10B,28,Good,,
2016-01-21,Lincoln,PM10,15,Good,,
2016-01-21,Liberty 2,PM25(2),50,Good,,
2016-01-21,Parkway East,PM25T,73,Moderate,Unusually sensitive people should consider reducing prolonged or heavy exertion.,"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
2016-01-21,Lawrenceville 2,SO2,5,Good,,
2016-01-21,South Fayette,SO2,4,Good,,
2016-01-22,Parkway East,CO,7,Good,,
2016-01-22,Glassport High Street,PM10,12,Good,,
2016-01-22,Lawrenceville,PM25B,60,Moderate,Unusually sensitive people should consider reducing prolonged or heavy exertion.,"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
2016-01-22,Avalon,SO2,9,Good,,
2016-01-22,Liberty,SO2,4,Good,,
2016-01-22,Lawrenceville 2,CO,7,Good,,
2016-01-22,Lawrenceville,OZONE,31,Good,,
2016-01-22,Liberty 2,PM10,13,Good,,
2016-01-22,Harrison Township,NO2,26,Good,,
2016-01-22,Lincoln,PM25,39,Good,,
2016-01-22,North Braddock,SO2,4,Good,,
2016-01-22,Flag Plaza,PM10,22,Good,,
2016-01-22,North Braddock,PM10B,31,Good,,
2016-01-22,Liberty 2,PM25(2),38,Good,,
2016-01-22,Parkway East,PM25T,53,Moderate,Unusually sensitive people should consider reducing prolonged or heavy exertion.,"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
2016-01-22,Lawrenceville 2,SO2,9,Good,,
2016-01-22,South Fayette,SO2,6,Good,,
2016-01-22,Flag Plaza,CO,0,Good,,
2016-01-22,Parkway East,NO2,23,Good,,
2016-01-22,Lincoln,PM10,17,Good,,
2016-01-23,Flag Plaza,CO,0,Good,,
2016-01-23,Parkway East,PM25T,13,Good,,
2016-01-23,Avalon,SO2,1,Good,,
2016-01-23,Liberty,SO2,1,Good,,
2016-01-23,Harrison Township,NO2,9,Good,,
2016-01-23,Lincoln,PM25,15,Good,,
2016-01-23,North Braddock,SO2,1,Good,,
2016-01-23,Flag Plaza,PM10,15,Good,,
2016-01-23,Lawrenceville 2,CO,2,Good,,
2016-01-23,Liberty 2,PM10,8,Good,,
2016-01-23,Parkway East,CO,4,Good,,
2016-01-23,Lawrenceville,OZONE,31,Good,,
2016-01-23,Glassport High Street,PM10,6,Good,,
2016-01-23,Parkway East,NO2,18,Good,,
2016-01-23,Lincoln,PM10,9,Good,,
2016-01-23,Liberty 2,PM25(2),20,Good,,
2016-01-23,North Braddock,PM10B,24,Good,,
2016-01-23,Lawrenceville,PM25B,14,Good,,
2016-01-23,Lawrenceville 2,SO2,1,Good,,
2016-01-23,South Fayette,SO2,1,Good,,
2016-01-24,Parkway East,CO,9,Good,,
2016-01-24,Lawrenceville,OZONE,23,Good,,
2016-01-24,Glassport High Street,PM10,15,Good,,
2016-01-24,Lawrenceville,PM25B,56,Moderate,Unusually sensitive people should consider reducing prolonged or heavy exertion.,"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
2016-01-24,Lawrenceville 2,CO,6,Good,,
2016-01-24,Liberty 2,PM10,37,Good,,
2016-01-24,Avalon,SO2,6,Good,,
2016-01-24,Lincoln,PM10,19,Good,,
2016-01-24,Liberty,SO2,47,Good,,
2016-01-24,Flag Plaza,CO,0,Good,,
2016-01-24,Liberty 2,PM25(2),103,Unhealthy for Sensitive Groups,"People with heart or lung disease, older adults, and children should reduce prolonged or heavy exertion.","Increasing likelihood of respiratory symptoms in sensitive individuals, aggravation of heart or lung disease and premature mortality in people with cardiopulmonary disease and older adults."
2016-01-24,Parkway East,PM25T,62,Moderate,Unusually sensitive people should consider reducing prolonged or heavy exertion.,"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
2016-01-24,Harrison Township,NO2,31,Good,,
2016-01-24,Parkway East,NO2,33,Good,,
2016-01-24,North Braddock,SO2,39,Good,,
2016-01-24,South Fayette,SO2,6,Good,,
2016-01-24,Flag Plaza,PM10,9,Good,,
2016-01-24,North Braddock,PM10B,36,Good,,
2016-01-24,Lincoln,PM25,61,Moderate,Unusually sensitive people should consider reducing prolonged or heavy exertion.,"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
2016-01-24,Lawrenceville 2,SO2,7,Good,,
2016-01-25,Lawrenceville 2,CO,14,Good,,
2016-01-25,Parkway East,NO2,31,Good,,
2016-01-25,Lawrenceville,OZONE,27,Good,,
2016-01-25,Liberty 2,PM10,55,Moderate,Unusually sensitive people should consider reducing prolonged or heavy exertion.,"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
2016-01-25,Glassport High Street,PM10,42,Good,,
2016-01-25,Lincoln,PM10,60,Moderate,Unusually sensitive people should consider reducing prolonged or heavy exertion.,"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
2016-01-25,Flag Plaza,PM10,19,Good,,
2016-01-25,Parkway East,CO,15,Good,,
2016-01-25,Lawrenceville,PM25B,68,Moderate,Unusually sensitive people should consider reducing prolonged or heavy exertion.,"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
2016-01-25,Avalon,SO2,4,Good,,
2016-01-25,Liberty,SO2,60,Moderate,,
2016-01-25,South Fayette,SO2,3,Good,,
2016-01-25,Harrison Township,NO2,28,Good,,
2016-01-25,Liberty 2,PM25(2),124,Unhealthy for Sensitive Groups,"People with heart or lung disease, older adults, and children should reduce prolonged or heavy exertion.","Increasing likelihood of respiratory symptoms in sensitive individuals, aggravation of heart or lung disease and premature mortality in people with cardiopulmonary disease and older adults."
2016-01-25,North Braddock,SO2,23,Good,,
2016-01-25,Flag Plaza,CO,0,Good,,
2016-01-25,Parkway East,PM25T,61,Moderate,Unusually sensitive people should consider reducing prolonged or heavy exertion.,"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
2016-01-25,Lawrenceville 2,SO2,10,Good,,
2016-01-25,North Braddock,PM10B,48,Good,,
2016-01-25,Lincoln,PM25,119,Unhealthy for Sensitive Groups,"People with heart or lung disease, older adults, and children should reduce prolonged or heavy exertion.","Increasing likelihood of respiratory symptoms in sensitive individuals, aggravation of heart or lung disease and premature mortality in people with cardiopulmonary disease and older adults."
2016-01-26,Lawrenceville 2,CO,5,Good,,
2016-01-26,Lawrenceville,OZONE,29,Good,,
2016-01-26,Liberty 2,PM10,49,Good,,
2016-01-26,Lincoln,PM25,46,Good,,
2016-01-26,Parkway East,PM25T,48,Good,,
2016-01-26,Parkway East,CO,7,Good,,
2016-01-26,Harrison Township,OZONE,25,Good,,
2016-01-26,Flag Plaza,PM10,19,Good,,
2016-01-26,Avalon,SO2,3,Good,,
2016-01-26,North Braddock,SO2,34,Good,,
2016-01-26,North Braddock,PM10B,43,Good,,
2016-01-26,Liberty 2,PM25(2),55,Moderate,Unusually sensitive people should consider reducing prolonged or heavy exertion.,"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
2016-01-26,Glassport High Street,PM10,38,Good,,
2016-01-26,South Fayette,SO2,1,Good,,
2016-01-26,Flag Plaza,CO,0,Good,,
2016-01-26,Lawrenceville 2,SO2,3,Good,,
2016-01-26,Harrison Township,NO2,14,Good,,
2016-01-26,Parkway East,NO2,23,Good,,
2016-01-26,Lincoln,PM10,57,Moderate,Unusually sensitive people should consider reducing prolonged or heavy exertion.,"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
2016-01-26,Liberty,SO2,31,Good,,
2016-01-26,Lawrenceville,PM25B,38,Good,,
2016-01-27,Harrison Township,NO2,23,Good,,
2016-01-27,Lincoln,PM25,26,Good,,
2016-01-27,Liberty 2,PM25(2),41,Good,,
2016-01-27,North Braddock,SO2,6,Good,,
2016-01-27,North Braddock,PM10B,19,Good,,
2016-01-27,Parkway East,PM25T,34,Good,,
2016-01-27,Liberty,SO2,14,Good,,
2016-01-27,South Fayette,SO2,1,Good,,
2016-01-27,Parkway East,CO,6,Good,,
2016-01-27,Harrison Township,OZONE,24,Good,,
2016-01-27,Flag Plaza,PM10,11,Good,,
2016-01-27,Avalon,SO2,4,Good,,
2016-01-27,Lawrenceville,OZONE,21,Good,,
2016-01-27,Glassport High Street,PM10,6,Good,,
2016-01-27,Lawrenceville,PM25B,36,Good,,
2016-01-27,Lawrenceville 2,CO,4,Good,,
2016-01-27,Parkway East,NO2,25,Good,,
2016-01-27,Liberty 2,PM10,14,Good,,
2016-01-27,Lincoln,PM10,14,Good,,
2016-01-27,Flag Plaza,CO,0,Good,,
2016-01-27,Lawrenceville 2,SO2,4,Good,,
2016-01-28,Parkway East,CO,12,Good,,
2016-01-28,Harrison Township,OZONE,28,Good,,
2016-01-28,Flag Plaza,PM10,12,Good,,
2016-01-28,Lincoln,PM25,48,Good,,
2016-01-28,Avalon,SO2,1,Good,,
2016-01-28,Lawrenceville 2,CO,4,Good,,
2016-01-28,Liberty 2,PM10,19,Good,,
2016-01-28,Lincoln,PM10,17,Good,,
2016-01-28,South Fayette,SO2,1,Good,,
2016-01-28,Liberty,SO2,16,Good,,
2016-01-28,Lawrenceville,PM25B,33,Good,,
2016-01-28,Flag Plaza,CO,0,Good,,
2016-01-28,Lawrenceville 2,SO2,2,Good,,
2016-01-28,North Braddock,SO2,19,Good,,
2016-01-28,Harrison Township,NO2,23,Good,,
2016-01-28,Parkway East,NO2,27,Good,,
2016-01-28,Parkway East,PM25T,52,Moderate,Unusually sensitive people should consider reducing prolonged or heavy exertion.,"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
2016-01-28,Lawrenceville,OZONE,25,Good,,
2016-01-28,Glassport High Street,PM10,12,Good,,
2016-01-28,North Braddock,PM10B,31,Good,,
2016-01-28,Liberty 2,PM25(2),53,Moderate,Unusually sensitive people should consider reducing prolonged or heavy exertion.,"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
2016-01-29,Lincoln,PM10,19,Good,,
2016-01-29,Lawrenceville 2,CO,3,Good,,
2016-01-29,Lawrenceville,OZONE,24,Good,,
2016-01-29,Liberty 2,PM10,15,Good,,
2016-01-29,Lawrenceville,PM25B,40,Good,,
2016-01-29,Parkway East,CO,7,Good,,
2016-01-29,Avalon,SO2,4,Good,,
2016-01-29,Harrison Township,OZONE,27,Good,,
2016-01-29,Flag Plaza,PM10,13,Good,,
2016-01-29,Lincoln,PM25,30,Good,,
2016-01-29,North Braddock,PM10B,29,Good,,
2016-01-29,Parkway East,PM25T,28,Good,,
2016-01-29,Liberty 2,PM25(2),40,Good,,
2016-01-29,Lawrenceville 2,SO2,4,Good,,
2016-01-29,South Fayette,SO2,1,Good,,
2016-01-29,Flag Plaza,CO,0,Good,,
2016-01-29,Glassport High Street,PM10,9,Good,,
2016-01-29,Liberty,SO2,13,Good,,
2016-01-29,Harrison Township,NO2,26,Good,,
2016-01-29,Parkway East,NO2,28,Good,,
2016-01-29,North Braddock,SO2,3,Good,,
2016-01-30,Liberty 2,PM25(2),66,Moderate,Unusually sensitive people should consider reducing prolonged or heavy exertion.,"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
2016-01-30,Flag Plaza,PM10,15,Good,,
2016-01-30,Lincoln,PM10,18,Good,,
2016-01-30,North Braddock,SO2,47,Good,,
2016-01-30,South Fayette,SO2,0,Good,,
2016-01-30,Parkway East,CO,12,Good,,
2016-01-30,Glassport High Street,PM10,16,Good,,
2016-01-30,Lawrenceville 2,CO,5,Good,,
2016-01-30,Lawrenceville,OZONE,29,Good,,
2016-01-30,Liberty 2,PM10,23,Good,,
2016-01-30,North Braddock,PM10B,36,Good,,
2016-01-30,Harrison Township,NO2,24,Good,,
2016-01-30,Parkway East,NO2,27,Good,,
2016-01-30,Lincoln,PM25,52,Moderate,Unusually sensitive people should consider reducing prolonged or heavy exertion.,"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
2016-01-30,Parkway East,PM25T,55,Moderate,Unusually sensitive people should consider reducing prolonged or heavy exertion.,"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
2016-01-30,Lawrenceville 2,SO2,2,Good,,
2016-01-30,Lawrenceville,PM25B,46,Good,,
2016-01-30,Flag Plaza,CO,0,Good,,
2016-01-30,Harrison Township,OZONE,32,Good,,
2016-01-30,Avalon,SO2,1,Good,,
2016-01-30,Liberty,SO2,34,Good,,
2016-01-31,Flag Plaza,PM10,17,Good,,
2016-01-31,North Braddock,PM10B,38,Good,,
2016-01-31,Lincoln,PM25,64,Moderate,Unusually sensitive people should consider reducing prolonged or heavy exertion.,"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
2016-01-31,Lawrenceville 2,SO2,2,Good,,
2016-01-31,South Fayette,SO2,1,Good,,
2016-01-31,North Braddock,SO2,50,Good,,
2016-01-31,Parkway East,CO,6,Good,,
2016-01-31,Harrison Township,OZONE,41,Good,,
2016-01-31,Avalon,SO2,1,Good,,
2016-01-31,Liberty,SO2,44,Good,,
2016-01-31,Lincoln,PM10,30,Good,,
2016-01-31,Liberty 2,PM25(2),82,Moderate,Unusually sensitive people should consider reducing prolonged or heavy exertion.,"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
2016-01-31,Lawrenceville 2,CO,6,Good,,
2016-01-31,Liberty 2,PM10,32,Good,,
2016-01-31,Lawrenceville,PM25B,38,Good,,
2016-01-31,Flag Plaza,CO,0,Good,,
2016-01-31,Lawrenceville,OZONE,41,Good,,
2016-01-31,Glassport High Street,PM10,13,Good,,
2016-01-31,Parkway East,PM25T,45,Good,,
2016-01-31,Harrison Township,NO2,28,Good,,
2016-01-31,Parkway East,NO2,26,Good,,
2016-02-01,Lincoln,PM10,28,Good,,
2016-02-01,South Fayette,SO2,1,Good,,
2016-02-01,Flag Plaza,PM10,15,Good,,
2016-02-01,North Braddock,PM10B,36,Good,,
2016-02-01,Flag Plaza,CO,0,Good,,
2016-02-01,Harrison Township,OZONE,28,Good,,
2016-02-01,Lincoln,PM25,44,Good,,
2016-02-01,Lawrenceville,PM25B,52,Moderate,Unusually sensitive people should consider reducing prolonged or heavy exertion.,"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
2016-02-01,Parkway East,PM25T,47,Good,,
2016-02-01,Avalon,SO2,1,Good,,
2016-02-01,North Braddock,SO2,20,Good,,
2016-02-01,Liberty 2,PM25(2),36,Good,,
2016-02-01,Harrison Township,NO2,24,Good,,
2016-02-01,Parkway East,NO2,23,Good,,
2016-02-01,Liberty,SO2,27,Good,,
2016-02-01,Lawrenceville 2,SO2,2,Good,,
2016-02-01,Lawrenceville 2,CO,4,Good,,
2016-02-01,Liberty 2,PM10,31,Good,,
2016-02-01,Parkway East,CO,11,Good,,
2016-02-01,Lawrenceville,OZONE,30,Good,,
2016-02-01,Glassport High Street,PM10,9,Good,,
2016-02-02,Lawrenceville,PM25B,44,Good,,
2016-02-02,Flag Plaza,CO,0,Good,,
2016-02-02,Avalon,SO2,1,Good,,
2016-02-02,Harrison Township,OZONE,35,Good,,
2016-02-02,Lincoln,PM10,26,Good,,
2016-02-02,South Fayette,SO2,3,Good,,
2016-02-02,Parkway East,CO,10,Good,,
2016-02-02,Liberty 2,PM25(2),32,Good,,
2016-02-02,Lawrenceville 2,SO2,2,Good,,
2016-02-02,Flag Plaza,PM10,19,Good,,
2016-02-02,North Braddock,PM10B,21,Good,,
2016-02-02,Lincoln,PM25,52,Moderate,Unusually sensitive people should consider reducing prolonged or heavy exertion.,"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
2016-02-02,Lawrenceville 2,CO,6,Good,,
2016-02-02,Harrison Township,NO2,21,Good,,
2016-02-02,Parkway East,NO2,27,Good,,
2016-02-02,Lawrenceville,OZONE,28,Good,,
2016-02-02,Liberty 2,PM10,9,Good,,
2016-02-02,Parkway East,PM25T,33,Good,,
2016-02-02,North Braddock,SO2,4,Good,,
2016-02-02,Glassport High Street,PM10,10,Good,,
2016-02-02,Liberty,SO2,1,Good,,
2016-02-03,Lincoln,PM10,17,Good,,
2016-02-03,South Fayette,SO2,0,Good,,
2016-02-03,North Braddock,PM10B,19,Good,,
2016-02-03,Lawrenceville,PM25B,31,Good,,
2016-02-03,Lawrenceville 2,CO,4,Good,,
2016-02-03,Parkway East,NO2,14,Good,,
2016-02-03,Lawrenceville,OZONE,31,Good,,
2016-02-03,Liberty 2,PM10,8,Good,,
2016-02-03,Parkway East,CO,3,Good,,
2016-02-03,Glassport High Street,PM10,9,Good,,
2016-02-03,Liberty,SO2,7,Good,,
2016-02-03,Flag Plaza,CO,0,Good,,
2016-02-03,Harrison Township,OZONE,32,Good,,
2016-02-03,Flag Plaza,PM10,16,Good,,
2016-02-03,Liberty 2,PM25(2),29,Good,,
2016-02-03,Avalon,SO2,1,Good,,
2016-02-03,Lawrenceville 2,SO2,2,Good,,
2016-02-03,Harrison Township,NO2,15,Good,,
2016-02-03,Lincoln,PM25,39,Good,,
2016-02-03,Parkway East,PM25T,28,Good,,
2016-02-03,North Braddock,SO2,3,Good,,
2016-02-04,Parkway East,CO,7,Good,,
2016-02-04,Flag Plaza,PM10,9,Good,,
2016-02-04,Liberty 2,PM25(2),21,Good,,
2016-02-04,Lawrenceville 2,SO2,5,Good,,
2016-02-04,North Braddock,PM10B,17,Good,,
2016-02-04,South Fayette,SO2,1,Good,,
2016-02-04,Lincoln,PM10,15,Good,,
2016-02-04,Lincoln,PM25,25,Good,,
2016-02-04,Flag Plaza,CO,0,Good,,
2016-02-04,Harrison Township,OZONE,25,Good,,
2016-02-04,Avalon,SO2,4,Good,,
2016-02-04,Lawrenceville,PM25B,28,Good,,
2016-02-04,Lawrenceville 2,CO,3,Good,,
2016-02-04,Harrison Township,NO2,7,Good,,
2016-02-04,Parkway East,NO2,18,Good,,
2016-02-04,Liberty 2,PM10,5,Good,,
2016-02-04,North Braddock,SO2,1,Good,,
2016-02-04,Lawrenceville,OZONE,24,Good,,
2016-02-04,Glassport High Street,PM10,6,Good,,
2016-02-04,Parkway East,PM25T,29,Good,,
2016-02-04,Liberty,SO2,1,Good,,
2016-02-05,North Braddock,PM10B,19,Good,,
2016-02-05,Lawrenceville,PM25B,38,Good,,
2016-02-05,Harrison Township,NO2,28,Good,,
2016-02-05,Liberty 2,PM25(2),40,Good,,
2016-02-05,North Braddock,SO2,13,Good,,
2016-02-05,South Fayette,SO2,3,Good,,
2016-02-05,Flag Plaza,CO,0,Good,,
2016-02-05,Harrison Township,OZONE,30,Good,,
2016-02-05,Flag Plaza,PM10,12,Good,,
2016-02-05,Lincoln,PM25,32,Good,,
2016-02-05,Avalon,SO2,4,Good,,
2016-02-05,Lawrenceville 2,SO2,4,Good,,
2016-02-05,Lawrenceville,OZONE,27,Good,,
2016-02-05,Glassport High Street,PM10,8,Good,,
2016-02-05,Parkway East,PM25T,39,Good,,
2016-02-05,Liberty,SO2,29,Good,,
2016-02-05,Parkway East,CO,9,Good,,
2016-02-05,Lawrenceville 2,CO,5,Good,,
2016-02-05,Parkway East,NO2,29,Good,,
2016-02-05,Liberty 2,PM10,11,Good,,
2016-02-05,Lincoln,PM10,10,Good,,
2016-02-06,Flag Plaza,CO,0,Good,,
2016-02-06,Avalon,SO2,3,Good,,
2016-02-06,Liberty,SO2,55,Moderate,,
2016-02-06,Harrison Township,NO2,29,Good,,
2016-02-06,Harrison Township,OZONE,35,Good,,
2016-02-06,North Braddock,SO2,17,Good,,
2016-02-06,North Braddock,PM10B,30,Good,,
2016-02-06,Lawrenceville,PM25B,41,Good,,
